Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
277,Rodions Kurucs\kurucro01,PF,22,BRK,5,0,3.2,0.2,0.6,.333,0.2,0.4,.500,0.0,0.2,.000,.500,0.0,0.0,,0.0,0.6,0.6,0.4,0.0,0.0,0.0,0.2,0.6
277,Rodions Kurucs\kurucro01,SF,22,HOU,11,0,6.8,0.5,1.9,.238,0.2,1.4,.133,0.3,0.5,.500,.286,0.1,0.2,.500,0.2,0.8,1.0,0.4,0.5,0.4,0.8,0.6,1.2
277,Rodions Kurucs\kurucro01,SF,22,MIL,5,0,6.8,1.0,1.6,.625,0.6,0.8,.750,0.4,0.8,.500,.813,0.4,0.4,1.000,0.6,1.2,1.8,0.8,0.6,0.0,0.8,1.6,3.0
278,Kyle Kuzma\kuzmaky01,SF,25,LAL,58,28,28.5,4.9,11.3,.438,2.0,5.7,.356,2.9,5.6,.520,.527,0.9,1.4,.675,1.7,4.7,6.4,1.7,0.5,0.6,1.7,1.8,12.9
279,Anthony Lamb\lamban01,SF,23,HOU,14,0,11.9,1.3,3.9,.327,0.6,2.4,.273,0.6,1.6,.409,.409,0.4,0.5,.857,1.1,1.2,2.3,0.4,0.1,0.1,0.4,1.3,3.6
280,Jeremy Lamb\lambje01,SG,28,IND,36,8,21.3,3.3,7.7,.435,1.4,3.6,.406,1.9,4.1,.459,.529,2.0,2.1,.947,0.7,2.9,3.6,1.5,0.9,0.6,0.6,2.0,10.1
281,Romeo Langford\langfro01,SG,21,BOS,12,3,15.1,0.8,2.8,.294,0.3,1.0,.333,0.5,1.8,.273,.353,0.3,0.3,1.000,0.8,1.3,2.1,0.7,0.3,0.3,0.6,1.3,2.3
282,Zach LaVine\lavinza01,SG,25,CHI,53,53,35.2,9.8,19.4,.506,3.4,8.2,.416,6.4,11.2,.572,.594,4.4,5.2,.848,0.6,4.5,5.1,5.1,0.8,0.5,3.6,2.3,27.5
283,Jake Layman\laymaja01,SF,26,MIN,42,11,14.3,2.1,4.2,.497,0.5,1.7,.288,1.6,2.4,.647,.557,0.6,0.9,.703,0.3,1.2,1.5,0.7,0.7,0.4,0.6,1.0,5.3
284,Jalen Lecque\lecquja01,PG,20,IND,4,0,3.0,0.3,2.3,.111,0.0,0.3,.000,0.3,2.0,.125,.111,0.8,0.8,1.000,0.5,0.8,1.3,0.5,0.0,0.0,0.0,0.0,1.3
285,Damion Lee\leeda03,SG,28,GSW,57,1,18.9,2.2,4.8,.467,1.4,3.4,.397,0.9,1.4,.638,.608,0.7,0.8,.909,0.4,2.8,3.2,1.3,0.7,0.1,0.5,1.6,6.5
286,Saben Lee\leesa01,PG,21,DET,38,7,15.1,1.9,4.0,.464,0.2,0.4,.438,1.7,3.6,.467,.487,1.3,1.9,.676,0.4,1.6,2.1,3.3,0.7,0.3,1.1,1.6,5.2
287,Alex Len\lenal01,C,27,TOT,53,31,15.4,2.7,4.3,.639,0.2,0.5,.333,2.6,3.8,.675,.656,1.1,1.8,.602,1.1,2.8,3.9,0.8,0.3,1.0,1.0,2.1,6.7
287,Alex Len\lenal01,C,27,TOR,7,2,10.9,0.7,1.4,.500,0.4,0.9,.500,0.3,0.6,.500,.650,0.4,0.9,.500,0.0,1.6,1.6,0.4,0.1,0.9,1.1,1.4,2.3
287,Alex Len\lenal01,C,27,WAS,46,29,16.1,3.0,4.7,.645,0.1,0.4,.278,2.9,4.3,.678,.657,1.2,2.0,.609,1.3,3.0,4.2,0.9,0.3,1.0,1.0,2.2,7.4
288,Kawhi Leonard\leonaka01,SF,29,LAC,46,46,34.4,9.4,18.2,.516,2.0,5.0,.393,7.4,13.2,.562,.569,5.0,5.7,.878,1.1,5.5,6.7,5.1,1.7,0.4,2.0,1.7,25.7
289,Meyers Leonard\leoname01,C,28,MIA,3,2,9.7,1.0,2.3,.429,1.0,2.3,.429,0.0,0.0,,.643,0.3,0.7,.500,0.0,2.3,2.3,0.7,0.0,0.0,0.7,1.7,3.3
290,Caris LeVert\leverca01,SG,26,TOT,36,28,30.9,7.2,16.5,.434,1.6,5.5,.299,5.5,11.1,.500,.483,2.7,3.5,.778,0.8,3.7,4.5,4.8,1.5,0.5,1.9,2.1,18.7
290,Caris LeVert\leverca01,SG,26,BRK,12,4,27.8,7.3,16.7,.435,1.8,5.3,.349,5.4,11.4,.474,.490,2.2,2.8,.765,0.8,3.5,4.3,6.0,1.1,0.5,2.2,1.7,18.5
290,Caris LeVert\leverca01,SG,26,IND,24,24,32.4,7.1,16.5,.433,1.5,5.6,.276,5.6,10.9,.513,.480,3.0,3.8,.783,0.8,3.8,4.6,4.1,1.7,0.5,1.8,2.3,18.8
291,Kira Lewis Jr.\lewiski01,PG,19,NOP,43,0,16.4,2.5,6.3,.397,0.8,2.3,.354,1.7,4.0,.422,.461,0.6,0.8,.788,0.2,1.0,1.2,2.3,0.7,0.2,0.6,1.5,6.4
292,Damian Lillard\lillada01,PG,30,POR,55,55,36.0,8.8,20.3,.434,4.0,10.7,.374,4.8,9.6,.501,.533,6.8,7.3,.923,0.5,3.7,4.2,7.5,0.9,0.3,3.1,1.6,28.4
293,Nassir Little\littlna01,PF,20,POR,40,2,14.2,1.7,3.7,.466,0.7,1.9,.365,1.0,1.8,.569,.558,0.8,1.0,.825,0.8,2.2,2.9,0.5,0.1,0.3,0.4,1.2,4.9
294,Kevon Looney\looneke01,C,24,GSW,50,23,17.5,1.7,3.1,.535,0.1,0.3,.250,1.6,2.8,.567,.548,0.5,0.7,.706,1.9,2.9,4.8,1.9,0.4,0.4,0.6,2.1,3.9
295,Brook Lopez\lopezbr01,C,32,MIL,59,59,27.2,4.3,8.9,.482,1.5,4.4,.351,2.7,4.5,.610,.569,1.5,1.8,.849,1.4,3.6,4.9,0.7,0.6,1.4,0.9,2.0,11.6
296,Robin Lopez\lopezro01,C,32,WAS,60,9,19.6,3.7,5.8,.633,0.1,0.3,.278,3.6,5.5,.652,.640,1.4,2.0,.708,2.0,1.9,3.9,0.9,0.2,0.6,1.1,1.6,8.8
297,Kevin Love\loveke01,PF,32,CLE,18,18,23.1,3.9,9.9,.399,2.0,6.1,.330,1.9,3.8,.507,.500,1.8,2.3,.805,0.7,5.8,6.4,2.3,0.5,0.1,1.4,1.0,11.7
298,Kyle Lowry\lowryky01,PG,34,TOR,43,43,34.7,5.4,12.7,.427,2.6,7.0,.375,2.8,5.7,.490,.529,3.1,3.5,.880,0.8,4.7,5.5,7.3,1.0,0.3,2.8,3.1,16.5
299,Timothé Luwawu-Cabarrot\luwawti01,SF,25,BRK,53,7,19.0,2.3,6.4,.361,1.4,4.3,.314,1.0,2.1,.455,.466,0.6,0.8,.800,0.5,1.9,2.4,1.2,0.6,0.1,0.8,1.8,6.6
300,Trey Lyles\lylestr01,PF,25,SAS,23,9,15.6,1.9,3.9,.478,0.6,1.7,.350,1.3,2.2,.580,.556,0.7,1.0,.652,0.4,3.3,3.7,0.6,0.3,0.0,0.3,0.6,5.0
301,Will Magnay\magnawi01,C,22,NOP,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
302,Thon Maker\makerth01,C,23,CLE,8,0,9.5,1.3,2.3,.556,0.0,0.3,.000,1.3,2.0,.625,.556,1.3,1.4,.909,1.0,1.3,2.3,0.5,0.3,0.5,0.4,0.9,3.8
303,Théo Maledon\maledth01,PG,19,OKC,55,39,27.6,3.4,9.2,.374,1.6,4.7,.352,1.8,4.5,.396,.462,1.4,1.9,.733,0.4,3.0,3.4,3.5,0.9,0.1,2.2,2.1,9.9
304,Karim Mané\maneka01,PG,20,ORL,10,0,8.8,0.3,1.3,.231,0.1,0.2,.500,0.2,1.1,.182,.269,0.4,0.5,.800,0.1,1.3,1.4,0.4,0.0,0.2,0.3,1.0,1.1
305,Terance Mann\mannte01,SG,24,LAC,60,9,19.3,2.5,5.2,.484,0.6,1.4,.422,2.0,3.9,.506,.540,1.1,1.4,.819,0.9,2.9,3.7,1.7,0.5,0.2,0.7,2.0,6.8
306,Nico Mannion\mannini01,PG,19,GSW,24,1,12.3,1.3,4.0,.337,0.8,2.1,.360,0.6,1.9,.311,.432,0.8,1.0,.800,0.1,1.3,1.4,2.2,0.6,0.0,1.0,1.0,4.3
307,Boban Marjanović\marjabo01,C,32,DAL,25,3,9.0,2.1,4.2,.500,0.0,0.2,.000,2.1,4.0,.530,.500,0.9,1.1,.786,1.6,2.6,4.2,0.3,0.0,0.2,0.4,1.0,5.1
308,Lauri Markkanen\markkla01,PF,23,CHI,41,25,26.7,5.2,10.8,.479,2.4,6.0,.394,2.8,4.8,.584,.588,1.6,1.9,.835,0.7,4.6,5.2,0.9,0.5,0.3,1.0,1.5,14.3
309,Naji Marshall\marshna01,SF,23,NOP,21,4,19.4,1.8,4.9,.363,0.7,2.1,.341,1.0,2.8,.379,.436,1.7,2.6,.648,0.3,3.4,3.7,2.6,0.7,0.3,0.8,1.8,5.9
310,Caleb Martin\martica02,SF,25,CHO,45,2,15.1,1.8,4.9,.379,0.6,2.3,.252,1.3,2.6,.491,.438,0.7,1.1,.612,0.6,2.1,2.8,1.2,0.7,0.2,0.6,1.1,4.9
311,Cody Martin\martico01,SF,25,CHO,48,6,15.9,1.6,3.5,.453,0.3,1.1,.275,1.3,2.5,.529,.494,0.5,0.8,.615,0.9,2.0,2.9,1.6,0.6,0.2,0.7,0.9,4.0
312,Kelan Martin\martike03,SF,25,IND,23,0,5.5,0.8,2.1,.388,0.3,0.9,.286,0.6,1.2,.464,.449,0.2,0.2,1.000,0.4,0.9,1.3,0.3,0.2,0.1,0.3,0.5,2.1
313,Kenyon Martin Jr.\martike04,SF,20,HOU,34,1,20.4,2.7,5.3,.508,0.4,1.2,.333,2.3,4.0,.562,.547,1.2,1.6,.714,1.6,3.0,4.6,0.6,0.6,0.9,0.6,1.7,6.9
314,Frank Mason III\masonfr01,PG,26,ORL,4,1,19.8,2.3,6.0,.375,0.5,1.3,.400,1.8,4.8,.368,.417,1.3,1.8,.714,0.8,2.3,3.0,3.0,0.0,0.0,1.3,1.8,6.3
315,Garrison Mathews\mathega01,SG,24,WAS,55,22,17.2,1.6,3.9,.411,1.2,3.2,.384,0.4,0.7,.541,.570,1.3,1.4,.897,0.3,1.2,1.5,0.5,0.5,0.1,0.2,1.7,5.7
316,Dakota Mathias\mathida01,SG,25,PHI,8,2,15.4,2.4,6.0,.396,1.0,3.3,.308,1.4,2.8,.500,.479,0.3,0.8,.333,0.1,0.8,0.9,1.6,0.1,0.4,0.1,0.9,6.0
317,Wesley Matthews\matthwe02,SG,34,LAL,50,7,19.3,1.4,4.2,.335,1.1,3.4,.321,0.3,0.9,.386,.462,0.6,0.7,.857,0.3,1.3,1.5,0.9,0.6,0.3,0.4,1.4,4.5
318,Tyrese Maxey\maxeyty01,SG,20,PHI,52,6,14.7,3.1,6.8,.455,0.4,1.6,.271,2.7,5.2,.513,.487,0.8,1.0,.860,0.2,1.3,1.5,1.7,0.4,0.2,0.7,1.2,7.5
319,Skylar Mays\mayssk01,SG,23,ATL,28,0,7.4,1.0,2.6,.384,0.4,1.1,.333,0.6,1.5,.419,.452,0.8,0.9,.880,0.3,0.6,0.9,0.8,0.5,0.0,0.3,0.5,3.1
320,Patrick McCaw\mccawpa01,SF,25,TOR,5,0,6.6,0.2,0.2,1.000,0.0,0.0,,0.2,0.2,1.000,1.000,0.6,0.6,1.000,0.2,0.4,0.6,0.8,0.4,0.0,0.0,1.2,1.0
321,CJ McCollum\mccolcj01,SG,29,POR,35,35,34.0,8.6,19.3,.446,3.7,9.6,.389,4.9,9.7,.503,.543,2.3,2.8,.825,0.7,3.5,4.2,4.8,1.1,0.5,1.4,1.9,23.3
322,T.J. McConnell\mccontj01,PG,28,IND,57,2,25.6,3.7,6.7,.561,0.2,0.6,.333,3.5,6.0,.584,.576,0.4,0.7,.658,0.7,2.9,3.6,6.6,1.8,0.4,1.9,1.6,8.1
323,Jaden McDaniels\mcdanja02,PF,20,MIN,55,21,23.5,2.6,5.9,.443,1.1,3.1,.365,1.5,2.8,.529,.538,0.4,0.7,.585,0.8,2.9,3.7,1.1,0.5,1.0,0.7,2.7,6.8
324,Jalen McDaniels\mcdanja01,SF,23,CHO,35,10,16.9,2.5,5.5,.448,0.7,2.1,.319,1.8,3.5,.525,.508,0.9,1.2,.732,0.7,2.1,2.8,1.0,0.6,0.3,1.0,1.9,6.5
325,Doug McDermott\mcderdo01,PF,29,IND,54,19,24.2,5.1,9.8,.524,1.6,4.2,.380,3.5,5.6,.633,.606,1.2,1.4,.831,1.0,2.6,3.6,1.3,0.3,0.1,0.8,1.7,13.1
326,Sean McDermott\mcderse01,SF,24,MEM,17,0,9.2,0.8,1.9,.394,0.3,1.3,.227,0.5,0.6,.727,.470,0.5,0.5,1.000,0.4,0.8,1.1,0.2,0.1,0.2,0.2,0.5,2.3
327,JaVale McGee\mcgeeja01,C,33,TOT,38,1,14.7,3.2,6.1,.524,0.1,0.6,.238,3.1,5.6,.552,.534,1.0,1.6,.644,1.6,3.4,5.1,0.9,0.5,1.1,1.4,2.5,7.6
327,JaVale McGee\mcgeeja01,C,33,CLE,33,1,15.2,3.4,6.5,.521,0.2,0.6,.250,3.2,5.9,.549,.533,1.1,1.7,.655,1.6,3.5,5.2,1.0,0.5,1.2,1.4,2.4,8.0
327,JaVale McGee\mcgeeja01,C,33,DEN,5,0,11.0,2.0,3.6,.556,0.0,0.2,.000,2.0,3.4,.588,.556,0.4,0.8,.500,1.4,3.0,4.4,0.2,0.4,0.6,1.6,3.0,4.4
328,Rodney McGruder\mcgruro01,SG,29,DET,16,2,12.1,2.3,4.4,.529,0.7,1.5,.458,1.6,2.9,.565,.607,0.4,0.5,.750,0.5,0.9,1.4,1.0,0.5,0.1,0.4,0.8,5.7
329,Alfonzo McKinnie\mckinal01,SF,28,LAL,34,0,6.5,1.1,2.2,.520,0.4,0.9,.438,0.7,1.3,.581,.613,0.3,0.5,.529,0.5,0.9,1.4,0.2,0.1,0.0,0.1,0.6,3.0
330,Jordan McLaughlin\mclaujo01,PG,24,MIN,42,2,19.0,2.0,4.9,.396,0.6,1.8,.365,1.3,3.2,.414,.461,0.4,0.6,.750,0.4,1.7,2.1,4.1,1.1,0.1,1.0,0.9,5.0
331,Ben McLemore\mclembe01,SG,27,TOT,42,5,16.9,2.6,6.9,.376,1.8,5.2,.344,0.8,1.7,.472,.505,0.9,1.2,.740,0.4,1.6,2.0,0.8,0.5,0.1,0.8,1.8,7.9
331,Ben McLemore\mclembe01,SG,27,HOU,32,4,16.8,2.5,7.0,.357,1.7,5.2,.331,0.8,1.8,.431,.480,0.7,1.0,.719,0.3,1.7,2.1,0.9,0.6,0.1,0.9,1.6,7.4
331,Ben McLemore\mclembe01,SG,27,LAL,10,1,17.4,2.9,6.6,.439,2.0,5.2,.385,0.9,1.4,.643,.591,1.4,1.8,.778,0.4,1.3,1.7,0.5,0.1,0.3,0.6,2.5,9.2
332,Nicolò Melli\mellini01,PF,30,TOT,35,4,12.4,0.8,2.8,.299,0.4,1.7,.233,0.4,1.1,.405,.371,0.3,0.3,.833,0.6,2.1,2.7,1.0,0.4,0.1,0.3,1.4,2.3
332,Nicolò Melli\mellini01,PF,30,NOP,22,0,11.0,0.7,2.7,.254,0.3,1.7,.189,0.4,1.0,.364,.314,0.3,0.3,.857,0.5,2.0,2.6,1.1,0.4,0.0,0.3,1.3,2.0
332,Nicolò Melli\mellini01,PF,30,DAL,13,4,14.9,1.1,2.9,.368,0.5,1.8,.304,0.5,1.2,.467,.461,0.3,0.4,.800,0.6,2.3,2.9,0.7,0.3,0.2,0.2,1.7,3.0
333,De'Anthony Melton\meltode01,PG,22,MEM,40,1,20.5,3.7,8.0,.463,1.9,4.1,.448,1.9,3.9,.477,.578,0.8,1.1,.767,0.7,2.6,3.2,2.7,1.3,0.5,1.2,1.8,10.1
334,Sam Merrill\merrisa01,SG,24,MIL,27,1,7.4,1.1,2.3,.484,0.7,1.5,.488,0.4,0.8,.476,.645,0.1,0.1,1.000,0.2,0.8,1.0,0.7,0.2,0.0,0.4,0.6,3.1
335,Chimezie Metu\metuch01,C,23,SAC,28,0,10.1,2.1,3.9,.556,0.1,0.5,.308,2.0,3.4,.589,.574,0.7,1.0,.690,0.9,1.6,2.5,0.6,0.3,0.6,0.6,1.6,5.1
336,Khris Middleton\middlkh01,SF,29,MIL,58,58,33.2,7.4,15.5,.478,2.2,5.1,.430,5.2,10.4,.502,.549,3.0,3.4,.892,0.8,5.1,5.9,5.4,1.1,0.2,2.7,2.3,20.1
337,Darius Miller\milleda01,SF,30,OKC,18,0,10.9,1.2,2.7,.458,0.9,2.3,.405,0.3,0.3,.833,.635,0.7,0.7,1.000,0.1,1.2,1.3,1.2,0.7,0.3,0.4,0.7,4.1
338,Patty Mills\millspa02,PG,32,SAS,57,0,25.5,4.0,9.4,.423,2.5,6.5,.384,1.5,2.8,.512,.557,1.1,1.2,.913,0.3,1.4,1.7,2.5,0.6,0.0,0.9,1.2,11.5
339,Paul Millsap\millspa01,PF,35,DEN,48,34,21.1,3.4,7.0,.485,0.9,2.6,.360,2.4,4.4,.560,.552,1.3,1.8,.706,1.4,3.5,4.8,1.7,0.8,0.7,0.9,2.0,8.9
340,Shake Milton\miltosh01,SG,24,PHI,53,3,23.8,4.9,10.9,.448,1.1,3.3,.347,3.8,7.6,.491,.500,2.4,2.8,.834,0.5,1.7,2.3,2.9,0.6,0.3,1.8,2.1,13.3
341,Donovan Mitchell\mitchdo01,PG,24,UTA,53,53,33.4,9.0,20.6,.438,3.4,8.7,.386,5.7,11.9,.476,.520,5.0,6.0,.845,0.9,3.5,4.4,5.2,1.0,0.3,2.8,2.2,26.4
342,Adam Mokoka\mokokad01,SG,22,CHI,11,0,4.6,0.6,1.5,.412,0.1,0.8,.111,0.5,0.7,.750,.441,0.0,0.1,.000,0.1,0.4,0.5,0.5,0.2,0.1,0.3,0.5,1.4
343,Malik Monk\monkma01,SG,22,CHO,32,0,21.7,4.6,10.1,.460,2.2,5.2,.424,2.4,4.9,.497,.568,1.7,2.0,.815,0.4,2.3,2.7,1.9,0.5,0.1,1.5,1.2,13.1
344,E'Twaun Moore\mooreet01,SG,31,PHO,24,1,14.5,1.8,4.3,.422,0.3,1.2,.276,1.5,3.0,.479,.461,0.3,0.4,.800,0.5,1.2,1.8,1.5,0.6,0.2,0.8,1.3,4.3
345,Ja Morant\moranja01,PG,21,MEM,52,52,32.1,7.0,15.3,.460,1.1,3.7,.295,6.0,11.6,.512,.496,4.5,6.2,.734,0.9,3.0,3.9,7.3,0.9,0.2,3.1,1.4,19.7
346,Juwan Morgan\morgaju01,PF,23,UTA,23,0,5.0,0.5,1.0,.500,0.1,0.5,.273,0.3,0.5,.727,.568,0.1,0.3,.429,0.3,0.7,1.0,0.3,0.2,0.0,0.1,0.8,1.2
347,Marcus Morris\morrima03,PF,31,LAC,49,21,26.3,4.9,10.6,.467,2.6,5.4,.472,2.4,5.2,.462,.588,1.2,1.4,.803,0.6,3.6,4.2,1.0,0.6,0.3,0.9,2.1,13.6
348,Markieff Morris\morrima02,PF,31,LAL,53,26,20.5,2.7,6.4,.421,1.2,3.7,.318,1.5,2.7,.559,.512,0.6,0.8,.744,0.8,3.7,4.5,1.2,0.4,0.3,0.9,1.8,7.2
349,Monte Morris\morrimo01,PG,25,DEN,44,13,26.2,4.0,8.3,.477,1.1,3.0,.377,2.8,5.3,.532,.544,1.3,1.6,.789,0.3,1.9,2.2,3.2,0.7,0.3,0.7,1.0,10.3
350,Mychal Mulder\muldemy01,PG,26,GSW,49,4,10.4,1.4,3.2,.424,1.0,2.7,.371,0.4,0.5,.692,.579,0.2,0.4,.579,0.0,0.7,0.8,0.4,0.2,0.2,0.2,0.7,4.0
351,Dejounte Murray\murrade01,PG,24,SAS,57,57,31.8,6.5,14.4,.451,1.0,3.1,.331,5.5,11.4,.483,.486,1.6,2.0,.796,0.8,6.3,7.1,5.2,1.6,0.1,1.7,2.1,15.6
352,Jamal Murray\murraja01,PG,23,DEN,48,48,35.5,7.9,16.5,.477,2.7,6.6,.408,5.2,9.9,.523,.559,2.8,3.2,.869,0.8,3.3,4.0,4.8,1.3,0.3,2.3,2.0,21.2
353,Mike Muscala\muscami01,C,29,OKC,35,0,18.4,3.4,7.6,.446,1.9,5.3,.370,1.5,2.4,.614,.573,0.9,1.0,.917,0.5,3.2,3.8,0.8,0.2,0.3,0.6,1.5,9.7
354,Sviatoslav Mykhailiuk\mykhasv01,SF-SG,23,TOT,57,14,19.9,2.9,7.1,.409,1.5,4.5,.332,1.4,2.5,.549,.516,0.6,0.8,.756,0.4,2.1,2.5,1.6,0.7,0.2,1.4,0.9,7.9
354,Sviatoslav Mykhailiuk\mykhasv01,SF,23,DET,36,5,17.6,2.3,6.2,.377,1.6,4.8,.333,0.8,1.4,.519,.504,0.7,0.8,.800,0.3,1.8,2.1,1.6,0.8,0.2,1.1,0.9,6.9
354,Sviatoslav Mykhailiuk\mykhasv01,SG,23,OKC,21,9,24.0,3.9,8.6,.450,1.4,4.2,.330,2.5,4.4,.565,.531,0.5,0.7,.667,0.6,2.7,3.3,1.7,0.7,0.2,1.9,0.9,9.6
355,Abdel Nader\naderab01,SF,27,PHO,24,0,14.8,2.4,4.8,.491,0.8,1.8,.419,1.6,3.0,.534,.569,1.2,1.5,.757,0.3,2.3,2.6,0.8,0.4,0.4,0.8,1.4,6.7
356,Larry Nance Jr.\nancela02,PF,28,CLE,35,27,31.2,3.7,7.8,.471,1.2,3.3,.360,2.5,4.5,.551,.546,0.9,1.4,.612,1.5,5.2,6.7,3.1,1.7,0.5,1.6,2.1,9.3
357,Aaron Nesmith\nesmiaa01,SF,21,BOS,35,0,12.6,1.1,3.1,.374,0.7,2.2,.342,0.4,0.9,.452,.495,0.4,0.5,.722,0.5,1.8,2.2,0.4,0.3,0.2,0.5,1.4,3.4
358,Raul Neto\netora01,PG,28,WAS,55,13,21.1,3.2,6.9,.458,1.0,2.6,.375,2.2,4.3,.508,.529,1.0,1.1,.857,0.4,1.9,2.3,2.1,1.1,0.1,0.8,1.6,8.3
359,Georges Niang\niangge01,PF,27,UTA,61,1,14.7,2.2,5.1,.430,1.5,3.7,.412,0.7,1.4,.482,.581,0.2,0.2,1.000,0.4,2.1,2.5,0.7,0.3,0.1,0.7,1.5,6.1
360,Zeke Nnaji\nnajize01,PF,20,DEN,39,1,9.2,1.2,2.4,.484,0.5,1.4,.377,0.6,1.0,.625,.591,0.3,0.4,.800,0.3,1.2,1.5,0.2,0.2,0.1,0.2,0.7,3.1
361,Nerlens Noel\noelne01,C,26,NYK,55,32,23.8,2.2,3.5,.617,0.0,0.0,.000,2.2,3.5,.623,.617,0.7,1.1,.695,2.3,4.2,6.5,0.8,1.0,2.1,1.1,2.7,5.1
362,Jaylen Nowell\nowelja01,SG,21,MIN,38,0,18.8,3.6,8.4,.428,1.2,3.7,.338,2.3,4.7,.497,.502,1.1,1.3,.824,0.5,1.9,2.3,1.6,0.6,0.3,0.7,1.8,9.5
363,Frank Ntilikina\ntilila01,PG,22,NYK,24,4,10.9,1.0,2.7,.369,0.8,1.6,.474,0.3,1.1,.222,.508,0.3,0.7,.500,0.2,0.8,1.0,0.6,0.6,0.1,0.4,1.6,3.1
364,Kendrick Nunn\nunnke01,PG,25,MIA,47,35,29.0,5.4,11.5,.468,2.2,5.7,.383,3.2,5.8,.551,.563,1.0,1.1,.923,0.4,2.9,3.2,2.8,1.0,0.3,1.4,1.9,14.0
365,James Nunnally\nunnaja01,SF,30,NOP,4,0,6.3,1.0,2.0,.500,0.8,1.8,.429,0.3,0.3,1.000,.688,0.0,0.0,,0.3,0.8,1.0,0.0,0.0,0.0,0.3,0.0,2.8
366,Jusuf Nurkić\nurkiju01,C,26,POR,25,25,23.3,4.1,8.3,.493,0.4,1.0,.360,3.7,7.3,.511,.514,1.7,2.7,.627,2.2,6.1,8.3,3.4,1.0,1.0,2.0,3.0,10.2
367,David Nwaba\nwabada01,SF,28,HOU,30,9,22.6,3.5,7.3,.486,0.6,2.1,.270,3.0,5.2,.574,.525,1.6,2.3,.691,1.3,2.6,3.9,1.0,1.0,0.7,0.6,2.0,9.2
368,Jordan Nwora\nworajo01,SF,22,MIL,25,2,9.1,1.9,4.3,.444,1.0,2.1,.462,1.0,2.2,.429,.556,0.7,0.8,.810,0.2,1.6,1.8,0.3,0.6,0.2,0.8,0.8,5.5
369,Royce O'Neale\onealro01,SF,27,UTA,60,60,32.0,2.4,5.5,.437,1.5,4.0,.376,0.9,1.6,.589,.571,0.6,0.7,.857,1.3,5.9,7.1,2.6,0.8,0.5,1.1,2.7,6.9
370,Semi Ojeleye\ojelese01,PF,26,BOS,50,12,17.5,1.6,4.0,.400,1.1,2.9,.386,0.5,1.1,.436,.540,0.5,0.6,.750,0.5,2.1,2.6,0.7,0.3,0.0,0.4,1.1,4.8
371,Jahlil Okafor\okafoja01,C,25,DET,19,0,11.1,1.9,3.3,.597,0.1,0.3,.333,1.8,2.9,.625,.613,0.4,0.5,.800,0.7,1.4,2.1,0.6,0.2,0.2,0.5,1.2,4.4
372,Chuma Okeke\okekech01,PF,22,ORL,44,18,25.1,2.9,7.1,.410,1.0,3.1,.341,1.9,4.0,.463,.484,0.7,0.9,.763,1.0,3.1,4.0,2.2,1.0,0.5,0.8,1.0,7.5
373,Josh Okogie\okogijo01,SG,22,MIN,49,33,21.2,1.9,4.6,.401,0.6,2.0,.276,1.3,2.6,.496,.460,1.4,1.8,.793,1.0,1.6,2.6,1.1,1.0,0.5,0.7,2.2,5.7
374,Onyeka Okongwu\okongon01,C,20,ATL,40,3,11.2,1.6,2.6,.610,0.0,0.1,.000,1.6,2.6,.621,.610,0.7,1.1,.622,1.0,2.0,3.0,0.2,0.4,0.6,0.5,2.0,3.9
375,Isaac Okoro\okorois01,SG,20,CLE,56,56,31.8,3.1,7.4,.425,0.8,2.9,.290,2.3,4.5,.512,.482,1.3,1.9,.721,1.0,1.9,2.8,1.8,1.0,0.4,1.3,2.7,8.4
376,KZ Okpala\okpalkz01,PF,21,MIA,31,9,12.5,0.9,2.7,.341,0.4,1.5,.250,0.5,1.2,.459,.412,0.1,0.3,.300,0.6,1.4,1.9,0.5,0.3,0.3,0.4,1.7,2.4
377,Victor Oladipo\oladivi01,SG,28,TOT,33,33,32.7,7.1,17.5,.408,2.4,7.2,.326,4.8,10.2,.466,.476,3.2,4.2,.754,0.4,4.5,4.8,4.6,1.4,0.4,2.5,2.5,19.8
377,Victor Oladipo\oladivi01,SG,28,IND,9,9,33.3,7.1,16.9,.421,2.8,7.7,.362,4.3,9.2,.470,.503,3.0,4.1,.730,0.1,5.6,5.7,4.2,1.7,0.2,2.0,2.6,20.0
377,Victor Oladipo\oladivi01,SG,28,HOU,20,20,33.5,7.8,19.1,.407,2.5,7.7,.320,5.3,11.4,.465,.471,3.3,4.2,.783,0.4,4.4,4.8,5.0,1.2,0.5,2.6,2.3,21.2
377,Victor Oladipo\oladivi01,SG,28,MIA,4,4,27.8,4.0,10.8,.372,1.0,4.3,.235,3.0,6.5,.462,.419,3.0,4.5,.667,0.8,2.8,3.5,3.5,1.8,0.5,3.5,3.3,12.0
378,Kelly Olynyk\olynyke01,C-PF,29,TOT,60,52,28.0,4.5,9.4,.481,1.8,5.4,.338,2.7,4.0,.675,.579,1.4,1.7,.838,1.1,5.5,6.6,2.3,1.0,0.6,1.6,2.8,12.3
