Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
378,Kelly Olynyk\olynyke01,C,29,MIA,43,38,26.9,3.8,8.7,.431,1.8,5.7,.317,2.0,3.1,.639,.533,0.7,0.9,.775,1.0,5.0,6.1,2.1,0.9,0.6,1.3,2.9,10.0
378,Kelly Olynyk\olynyke01,PF,29,HOU,17,14,30.9,6.5,11.1,.582,1.9,4.8,.402,4.5,6.3,.720,.669,3.1,3.5,.881,1.4,6.6,7.9,2.9,1.1,0.5,2.4,2.6,17.9
379,Miye Oni\onimi01,SG,23,UTA,44,0,9.1,0.7,1.9,.353,0.6,1.7,.333,0.1,0.2,.500,.500,0.1,0.1,.833,0.4,1.2,1.6,0.4,0.1,0.2,0.3,1.2,2.0
380,Cedi Osman\osmande01,SF,25,CLE,51,19,24.6,3.5,9.5,.363,1.6,5.4,.304,1.8,4.2,.439,.448,1.1,1.5,.750,0.6,2.7,3.3,2.7,0.9,0.2,1.1,1.9,9.6
381,Daniel Oturu\oturuda01,C,21,LAC,24,0,4.3,0.6,1.2,.536,0.0,0.0,.000,0.6,1.1,.556,.536,0.2,0.3,.625,0.5,0.7,1.2,0.3,0.0,0.1,0.2,0.6,1.5
382,Kelly Oubre Jr.\oubreke01,SF,25,GSW,54,50,30.8,5.9,13.2,.443,1.6,5.1,.317,4.2,8.1,.523,.504,2.2,3.1,.704,1.5,4.5,6.0,1.4,1.0,0.8,1.3,2.2,15.5
383,Jabari Parker\parkeja01,PF,25,TOT,8,0,12.3,2.3,4.1,.545,0.0,0.6,.000,2.3,3.5,.643,.545,0.4,0.5,.750,0.9,2.1,3.0,0.9,0.1,0.5,0.9,0.9,4.9
383,Jabari Parker\parkeja01,PF,25,SAC,3,0,9.0,1.3,2.3,.571,0.0,0.3,.000,1.3,2.0,.667,.571,0.0,0.0,,0.3,1.7,2.0,0.3,0.0,0.3,1.0,1.3,2.7
383,Jabari Parker\parkeja01,PF,25,BOS,5,0,14.2,2.8,5.2,.538,0.0,0.8,.000,2.8,4.4,.636,.538,0.6,0.8,.750,1.2,2.4,3.6,1.2,0.2,0.6,0.8,0.6,6.2
384,Eric Paschall\pascher01,PF,24,GSW,39,2,17.3,3.7,7.5,.491,0.4,1.4,.321,3.3,6.2,.529,.520,1.6,2.3,.719,0.7,2.5,3.2,1.3,0.3,0.2,1.1,1.7,9.5
385,Anžejs Pasečņiks\pasecan01,C,25,WAS,1,0,6.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0
386,Patrick Patterson\pattepa01,PF,31,LAC,34,4,14.4,1.8,4.1,.443,1.1,2.9,.371,0.8,1.3,.605,.571,0.4,0.5,.750,0.4,1.5,1.9,0.6,0.4,0.2,0.3,1.3,5.1
387,Justin Patton\pattoju01,C,23,HOU,13,6,19.0,2.2,5.4,.414,0.7,2.6,.265,1.5,2.8,.556,.479,0.2,0.3,.750,1.1,2.7,3.8,1.1,0.9,1.1,0.3,2.6,5.4
388,Chris Paul\paulch01,PG,35,PHO,60,60,31.8,6.1,12.5,.489,1.4,3.7,.381,4.7,8.8,.535,.546,2.4,2.6,.929,0.4,4.3,4.7,8.7,1.4,0.2,2.2,2.4,16.1
389,Cameron Payne\payneca01,PG,26,PHO,50,0,17.3,2.8,6.0,.468,1.0,2.5,.405,1.8,3.5,.514,.554,0.7,0.8,.857,0.2,2.0,2.3,3.6,0.6,0.2,1.1,1.7,7.3
390,Elfrid Payton\paytoel01,PG,26,NYK,53,53,25.1,4.7,10.7,.442,0.5,1.7,.283,4.2,8.9,.474,.465,1.3,1.9,.686,1.2,2.4,3.6,3.4,0.8,0.2,1.7,1.8,11.2
391,Gary Payton II\paytoga02,PG,28,GSW,9,0,3.0,0.9,1.2,.727,0.2,0.4,.500,0.7,0.8,.857,.818,0.3,0.4,.750,0.2,0.7,0.9,0.0,0.6,0.1,0.1,0.7,2.3
392,Norvel Pelle\pelleno01,C,27,TOT,8,0,7.3,0.8,1.5,.500,0.0,0.0,,0.8,1.5,.500,.500,0.5,0.8,.667,0.6,1.3,1.9,0.1,0.1,0.8,0.4,1.3,2.0
392,Norvel Pelle\pelleno01,C,27,BRK,3,0,9.3,1.0,2.3,.429,0.0,0.0,,1.0,2.3,.429,.429,0.0,0.0,,1.0,1.3,2.3,0.0,0.0,1.0,1.0,3.0,2.0
392,Norvel Pelle\pelleno01,C,27,SAC,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,3.0,4.0,.750,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0
392,Norvel Pelle\pelleno01,C,27,NYK,4,0,6.5,0.8,1.0,.750,0.0,0.0,,0.8,1.0,.750,.750,0.3,0.5,.500,0.3,1.5,1.8,0.0,0.3,0.8,0.0,0.0,1.8
393,Reggie Perry\perryre01,PF,20,BRK,21,0,9.5,1.5,3.5,.419,0.2,1.0,.200,1.3,2.6,.500,.446,0.5,0.6,.769,1.1,2.0,3.1,0.7,0.3,0.3,0.7,1.7,3.6
394,Theo Pinson\pinsoth01,SG,25,NYK,14,0,2.2,0.1,0.6,.111,0.0,0.6,.000,0.1,0.1,1.000,.111,0.0,0.0,,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.3,0.1
395,Mason Plumlee\plumlma01,C,30,DET,55,55,26.8,4.1,6.8,.613,0.0,0.1,.000,4.1,6.6,.625,.613,2.1,3.1,.669,2.6,6.7,9.3,3.6,0.8,0.9,1.9,3.3,10.3
396,Jakob Poeltl\poeltja01,C,25,SAS,59,41,26.3,3.8,6.0,.629,0.0,0.0,,3.8,6.0,.629,.629,0.9,1.9,.491,3.3,4.7,8.0,1.9,0.6,1.8,1.3,2.5,8.5
397,Vincent Poirier\poirivi01,C,27,PHI,10,0,3.9,0.3,1.2,.250,0.0,0.1,.000,0.3,1.1,.273,.250,0.2,0.6,.333,0.6,0.8,1.4,0.2,0.0,0.3,0.4,0.8,0.8
398,Aleksej Pokusevski\pokusal01,PF,19,OKC,38,21,23.5,2.8,8.6,.326,1.2,4.6,.261,1.6,4.0,.401,.396,0.7,0.8,.781,0.7,3.9,4.6,2.1,0.5,1.1,2.1,1.2,7.5
399,Jordan Poole\poolejo01,SG,21,GSW,40,6,18.4,3.7,8.8,.426,1.8,5.0,.352,2.0,3.8,.523,.526,1.7,2.0,.885,0.2,1.4,1.6,1.9,0.6,0.2,0.9,1.7,10.9
400,Jontay Porter\portejo01,PF,21,MEM,8,0,3.3,0.4,1.1,.333,0.3,0.9,.286,0.1,0.3,.500,.444,0.4,0.4,1.000,0.3,0.9,1.1,0.1,0.3,0.0,0.6,0.8,1.4
401,Kevin Porter Jr.\porteke02,SG,20,HOU,21,18,31.6,5.7,13.6,.421,1.7,5.8,.289,4.0,7.8,.518,.482,2.4,3.2,.746,0.7,3.1,3.8,6.2,0.8,0.3,3.4,2.3,15.5
402,Michael Porter Jr.\portemi01,SF,22,DEN,51,44,31.2,7.0,13.0,.543,2.6,6.0,.444,4.4,7.0,.627,.645,1.8,2.3,.776,1.7,5.9,7.6,1.0,0.6,1.0,1.1,2.0,18.5
403,Otto Porter\porteot01,SF-PF,27,TOT,28,6,21.6,3.5,8.1,.432,1.4,3.7,.375,2.1,4.4,.480,.518,1.3,1.5,.857,1.0,4.4,5.4,2.0,0.6,0.1,0.9,1.5,9.7
403,Otto Porter\porteot01,SF,27,CHI,25,6,21.6,3.6,8.1,.441,1.5,3.8,.400,2.0,4.3,.477,.535,1.2,1.5,.838,1.1,4.4,5.5,2.0,0.5,0.2,1.0,1.5,9.9
403,Otto Porter\porteot01,PF,27,ORL,3,0,22.0,3.0,8.3,.360,0.3,3.0,.111,2.7,5.3,.500,.380,1.7,1.7,1.000,0.0,4.7,4.7,1.7,1.3,0.0,0.0,1.3,8.0
404,Bobby Portis\portibo01,C,25,MIL,56,6,21.2,4.8,9.1,.528,1.2,2.5,.486,3.6,6.6,.543,.594,0.7,1.0,.759,1.8,5.2,7.0,1.1,0.7,0.4,0.9,1.7,11.5
405,Kristaps Porziņģis\porzikr01,C,25,DAL,39,39,31.4,7.6,16.1,.474,2.2,6.2,.363,5.4,10.0,.542,.543,2.9,3.4,.850,2.0,7.3,9.3,1.6,0.5,1.5,1.3,2.7,20.4
406,Dwight Powell\poweldw01,C,29,DAL,46,12,14.8,1.8,3.2,.574,0.1,0.4,.250,1.7,2.8,.625,.591,1.4,1.9,.767,1.2,2.4,3.5,0.8,0.6,0.3,0.6,2.2,5.2
407,Norman Powell\powelno01,SG-SF,27,TOT,58,47,31.5,6.5,13.4,.484,2.5,6.2,.412,4.0,7.3,.545,.578,3.4,4.0,.861,0.6,2.4,3.0,1.9,1.3,0.2,1.8,2.4,18.9
407,Norman Powell\powelno01,SG,27,TOR,42,31,30.4,6.7,13.5,.498,2.8,6.4,.439,3.9,7.1,.552,.602,3.4,3.9,.865,0.5,2.5,3.0,1.8,1.1,0.2,1.8,2.3,19.6
407,Norman Powell\powelno01,SF,27,POR,16,16,34.4,5.9,13.3,.446,1.8,5.5,.330,4.1,7.8,.528,.514,3.6,4.2,.851,0.9,2.2,3.1,1.9,1.6,0.4,1.9,2.5,17.3
408,Taurean Prince\princta02,PF,26,TOT,41,10,22.1,3.2,8.0,.401,1.5,3.8,.400,1.7,4.2,.401,.495,1.6,1.9,.855,0.5,3.0,3.5,1.9,0.7,0.6,1.1,1.8,9.5
408,Taurean Prince\princta02,PF,26,BRK,12,4,18.2,2.5,6.2,.405,1.1,3.1,.351,1.4,3.1,.459,.493,2.0,2.3,.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1
408,Taurean Prince\princta02,PF,26,CLE,29,6,23.7,3.5,8.7,.399,1.7,4.1,.415,1.8,4.7,.385,.496,1.4,1.7,.837,0.6,3.1,3.7,2.4,0.7,0.5,1.2,1.9,10.1
409,Payton Pritchard\pritcpa01,SG,23,BOS,55,2,19.1,2.7,6.0,.450,1.4,3.4,.419,1.3,2.6,.490,.568,0.5,0.6,.906,0.5,1.7,2.3,1.8,0.5,0.2,0.8,1.6,7.3
410,Immanuel Quickley\quickim01,PG,21,NYK,57,3,19.6,3.6,9.3,.394,1.9,4.8,.391,1.8,4.5,.398,.495,2.5,2.8,.892,0.4,1.8,2.2,2.1,0.5,0.2,0.9,1.8,11.6
411,Jahmi'us Ramsey\ramseja01,SG,19,SAC,5,0,3.4,0.6,1.0,.600,0.2,0.6,.333,0.4,0.4,1.000,.700,0.0,0.0,,0.0,0.8,0.8,0.2,0.0,0.2,0.2,0.0,1.4
412,Chasson Randle\randlch01,PG,27,ORL,30,5,19.4,2.0,5.1,.388,1.0,2.9,.360,0.9,2.2,.424,.490,0.7,0.9,.778,0.1,1.6,1.7,1.9,0.5,0.1,1.2,1.6,5.7
413,Julius Randle\randlju01,PF,26,NYK,61,61,37.5,8.4,18.3,.461,2.2,5.3,.418,6.2,13.0,.478,.521,4.9,6.0,.805,1.3,9.1,10.4,6.0,1.0,0.2,3.5,3.1,23.9
414,Cam Reddish\reddica01,SF,21,ATL,26,21,28.8,3.7,10.1,.365,1.3,4.8,.262,2.4,5.3,.460,.428,2.6,3.2,.817,0.8,3.2,4.0,1.3,1.3,0.3,1.3,2.6,11.2
415,J.J. Redick\redicjj01,SG,36,TOT,38,0,17.6,2.7,6.5,.415,1.6,4.2,.385,1.1,2.2,.471,.541,1.2,1.3,.940,0.1,1.5,1.6,1.2,0.3,0.1,0.9,1.1,8.2
415,J.J. Redick\redicjj01,SG,36,NOP,31,0,18.6,2.8,6.9,.407,1.6,4.5,.364,1.2,2.4,.486,.526,1.5,1.5,.957,0.1,1.6,1.7,1.3,0.3,0.1,0.8,1.2,8.7
415,J.J. Redick\redicjj01,SG,36,DAL,7,0,13.4,2.1,4.6,.469,1.6,3.0,.524,0.6,1.6,.364,.641,0.3,0.4,.667,0.1,1.3,1.4,0.7,0.1,0.1,1.1,0.6,6.1
416,Paul Reed\reedpa01,PF,21,PHI,19,0,6.6,1.5,2.8,.519,0.0,0.3,.000,1.5,2.5,.583,.519,0.1,0.2,.250,1.1,1.2,2.2,0.4,0.3,0.5,0.5,0.9,3.0
417,Naz Reid\reidna01,C,21,MIN,60,15,19.2,4.3,8.2,.519,0.8,2.4,.350,3.4,5.8,.589,.570,1.8,2.5,.730,1.1,3.4,4.5,1.1,0.5,1.1,1.0,2.5,11.1
418,Cameron Reynolds\reynoca01,SF,25,SAS,3,0,2.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
419,Nick Richards\richani01,PF,23,CHO,17,0,3.6,0.2,0.5,.500,0.0,0.1,.000,0.2,0.4,.571,.500,0.4,0.6,.636,0.1,0.4,0.5,0.1,0.0,0.0,0.2,0.4,0.9
420,Josh Richardson\richajo01,SG,27,DAL,48,48,31.8,4.5,10.4,.429,1.5,4.8,.316,3.0,5.7,.524,.501,1.8,2.0,.905,0.9,2.6,3.5,2.8,0.9,0.4,1.4,2.4,12.3
421,Grant Riller\rillegr01,PG,23,CHO,5,0,4.2,1.2,1.8,.667,0.4,0.8,.500,0.8,1.0,.800,.778,0.0,0.0,,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.0,2.8
422,Austin Rivers\riverau01,SG,28,TOT,25,2,21.4,2.7,6.4,.428,1.2,3.6,.341,1.5,2.7,.544,.525,0.5,0.7,.722,0.2,2.0,2.3,2.0,0.5,0.1,1.0,1.6,7.2
422,Austin Rivers\riverau01,SG,28,NYK,21,2,21.0,2.8,6.4,.430,1.3,3.7,.364,1.4,2.8,.517,.533,0.5,0.7,.714,0.2,2.0,2.2,2.0,0.6,0.0,1.0,1.5,7.3
422,Austin Rivers\riverau01,SG,28,DEN,4,0,23.5,2.5,6.0,.417,0.8,3.5,.214,1.8,2.5,.700,.479,0.8,1.0,.750,0.3,2.3,2.5,2.0,0.3,0.5,0.5,2.0,6.5
423,Andre Roberson\roberan03,SG,29,BRK,5,0,12.6,0.4,2.8,.143,0.2,1.6,.125,0.2,1.2,.167,.179,0.2,0.4,.500,1.4,1.6,3.0,0.8,0.6,0.2,0.4,0.8,1.2
424,Duncan Robinson\robindu01,SF,26,MIA,62,62,32.0,4.4,10.0,.436,3.5,8.6,.402,0.9,1.4,.648,.609,0.8,1.0,.836,0.1,3.5,3.5,1.8,0.5,0.2,1.2,2.5,13.0
425,Glenn Robinson III\robingl02,SF,27,SAC,23,2,16.0,1.8,4.3,.424,0.7,1.9,.364,1.1,2.4,.473,.505,0.9,1.0,.913,0.5,1.5,2.0,0.9,0.2,0.1,0.5,1.0,5.3
426,Jerome Robinson\robinje01,SG,23,WAS,17,6,17.9,1.6,5.6,.295,0.6,2.5,.262,1.0,3.1,.321,.353,0.9,1.2,.800,0.2,2.0,2.2,1.5,0.7,0.4,1.1,1.8,4.9
427,Justin Robinson\robinju01,PG,23,OKC,9,0,9.8,0.8,2.3,.333,0.4,1.6,.286,0.3,0.8,.429,.429,0.3,0.6,.600,0.1,0.7,0.8,1.0,0.3,0.0,0.2,1.1,2.3
428,Mitchell Robinson\robinmi01,C,22,NYK,31,29,27.5,3.7,5.7,.653,0.0,0.0,,3.7,5.7,.653,.653,0.8,1.7,.491,3.6,4.5,8.1,0.5,1.1,1.5,0.8,2.8,8.3
429,Isaiah Roby\robyis01,PF,22,OKC,50,26,23.6,3.5,7.1,.493,0.6,1.7,.322,2.9,5.3,.549,.533,1.4,2.0,.720,1.6,4.1,5.7,1.9,0.9,0.7,1.8,2.7,9.0
430,Rajon Rondo\rondora01,PG,34,TOT,37,2,16.0,1.8,4.4,.415,0.7,1.8,.373,1.2,2.6,.443,.491,0.3,0.3,.909,0.4,1.8,2.2,4.0,0.7,0.1,1.5,1.2,4.6
430,Rajon Rondo\rondora01,PG,34,ATL,27,2,14.9,1.6,4.1,.400,0.6,1.7,.378,1.0,2.4,.415,.477,0.0,0.1,.500,0.1,1.9,2.0,3.5,0.7,0.1,1.4,0.9,3.9
430,Rajon Rondo\rondora01,PG,34,LAC,10,0,18.9,2.4,5.4,.444,0.8,2.2,.364,1.6,3.2,.500,.519,0.9,0.9,1.000,0.9,1.6,2.5,5.2,0.7,0.1,1.7,2.0,6.5
431,Derrick Rose\rosede01,PG,32,TOT,41,3,24.9,5.4,12.0,.452,0.9,2.5,.350,4.6,9.5,.479,.489,2.2,2.7,.844,0.4,2.0,2.4,4.1,1.0,0.4,1.5,1.2,14.0
431,Derrick Rose\rosede01,PG,32,DET,15,0,22.8,5.3,12.3,.429,0.9,2.6,.333,4.4,9.7,.455,.465,2.8,3.3,.840,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2
431,Derrick Rose\rosede01,PG,32,NYK,26,3,26.1,5.5,11.9,.466,0.9,2.5,.359,4.7,9.4,.494,.503,1.9,2.3,.847,0.3,2.3,2.6,4.1,0.9,0.5,1.3,1.2,13.9
432,Terrence Ross\rosste01,SG,29,ORL,46,2,29.3,5.5,13.4,.412,1.9,5.7,.337,3.6,7.7,.469,.485,2.6,3.0,.870,0.3,3.1,3.4,2.3,1.0,0.5,1.6,1.9,15.6
433,Terry Rozier\roziete01,SG,26,CHO,57,57,34.0,7.5,16.1,.465,3.3,8.3,.403,4.1,7.8,.530,.568,2.3,2.8,.825,0.5,3.7,4.2,4.1,1.3,0.4,1.9,1.8,20.6
434,Ricky Rubio\rubiori01,PG,30,MIN,58,43,26.1,2.7,7.2,.375,0.9,2.9,.298,1.8,4.3,.427,.435,1.9,2.3,.856,0.4,2.8,3.2,6.6,1.4,0.1,1.7,2.1,8.2
435,D'Angelo Russell\russeda01,PG,24,MIN,32,19,27.8,6.9,15.5,.447,3.0,7.3,.416,3.9,8.3,.473,.544,2.6,3.3,.800,0.3,2.1,2.5,5.2,1.0,0.4,2.8,1.7,19.5
436,Domantas Sabonis\sabondo01,PF,24,IND,53,53,35.7,7.5,14.4,.520,0.8,2.6,.302,6.7,11.8,.568,.547,4.1,5.6,.731,2.5,9.1,11.6,6.0,1.1,0.5,3.4,3.4,19.9
437,Luka Šamanić\samanlu01,PF,21,SAS,27,4,9.2,1.3,2.9,.430,0.3,1.4,.243,0.9,1.6,.595,.487,0.4,0.9,.500,0.5,1.6,2.0,0.5,0.3,0.2,0.6,1.3,3.3
438,JaKarr Sampson\sampsja02,PF,27,IND,23,2,9.5,1.4,3.2,.446,0.1,0.5,.250,1.3,2.7,.484,.466,0.7,1.1,.600,0.8,1.7,2.4,0.1,0.1,0.4,0.4,1.7,3.7
439,Dario Šarić\saricda01,C,26,PHO,41,1,17.5,3.2,7.1,.451,1.0,2.9,.339,2.2,4.3,.526,.519,1.7,1.9,.872,1.0,3.0,4.0,1.3,0.6,0.1,1.2,2.0,9.1
440,Tomáš Satoranský\satorto01,SG,29,CHI,49,18,23.2,2.9,5.7,.505,0.8,2.1,.375,2.1,3.6,.582,.575,1.2,1.4,.882,0.5,1.9,2.4,4.9,0.8,0.2,1.7,1.6,7.8
441,Dennis Schröder\schrode01,SG,27,LAL,57,57,32.1,5.5,12.5,.441,1.2,3.4,.344,4.4,9.2,.476,.487,3.5,4.1,.843,0.5,3.0,3.5,5.8,1.2,0.2,2.7,2.6,15.7
442,Mike Scott\scottmi01,PF,32,PHI,41,11,17.6,1.6,4.2,.374,1.1,3.2,.344,0.5,1.0,.475,.506,0.2,0.3,.667,0.2,2.3,2.6,0.7,0.5,0.2,0.4,1.5,4.4
443,Collin Sexton\sextoco01,SG,22,CLE,50,50,35.7,9.0,18.4,.487,1.7,4.4,.376,7.3,14.0,.522,.532,4.8,5.9,.815,0.9,2.2,3.0,4.1,1.1,0.1,2.6,2.7,24.5
444,Landry Shamet\shamela01,SG,23,BRK,50,6,22.0,3.1,7.4,.411,2.1,5.4,.391,0.9,2.0,.465,.554,1.1,1.3,.857,0.2,1.6,1.8,1.5,0.5,0.1,0.8,1.5,9.3
445,Iman Shumpert\shumpim01,SG,30,BRK,2,0,5.5,0.5,2.0,.250,0.0,1.5,.000,0.5,0.5,1.000,.250,0.0,0.0,,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0
446,Pascal Siakam\siakapa01,PF,26,TOR,49,49,35.6,7.6,16.7,.457,1.3,4.4,.299,6.3,12.3,.512,.496,4.6,5.5,.836,1.6,5.6,7.2,4.7,1.1,0.7,2.2,3.3,21.1
447,Chris Silva\silvach01,PF,24,TOT,15,0,6.1,0.7,1.1,.625,0.1,0.1,1.000,0.6,1.0,.600,.656,0.7,1.0,.733,0.5,1.3,1.8,0.4,0.1,0.4,0.7,1.6,2.1
447,Chris Silva\silvach01,PF,24,MIA,11,0,7.5,0.8,1.2,.692,0.1,0.1,1.000,0.7,1.1,.667,.731,1.0,1.4,.733,0.6,1.6,2.3,0.5,0.1,0.5,0.8,1.8,2.7
447,Chris Silva\silvach01,PF,24,SAC,4,0,2.3,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.3,0.3,1.0,0.5
448,Ben Simmons\simmobe01,PG,24,PHI,49,49,33.0,5.7,10.4,.548,0.1,0.2,.300,5.6,10.2,.553,.551,3.3,5.4,.615,1.6,5.9,7.6,7.0,1.6,0.7,3.3,3.0,14.8
449,Anfernee Simons\simonan01,SG,21,POR,52,0,16.3,2.6,6.3,.416,1.9,4.4,.424,0.7,1.8,.396,.566,0.7,0.9,.776,0.2,2.0,2.2,1.4,0.3,0.1,0.7,1.5,7.8
450,Deividas Sirvydis\sirvyde01,SG,20,DET,15,0,2.7,0.3,1.1,.294,0.3,0.9,.308,0.1,0.3,.250,.412,0.2,0.3,.750,0.0,0.5,0.5,0.1,0.1,0.0,0.2,0.2,1.1
451,Alen Smailagić\smailal01,PF,20,GSW,9,1,4.2,0.7,1.4,.462,0.2,0.6,.400,0.4,0.9,.500,.538,0.1,0.4,.250,0.3,0.4,0.8,0.2,0.1,0.3,0.0,0.7,1.7
452,Marcus Smart\smartma01,PG,26,BOS,41,38,32.6,4.4,10.6,.411,2.0,5.9,.347,2.3,4.7,.490,.507,2.9,3.6,.796,0.8,2.7,3.4,5.5,1.5,0.5,1.8,2.5,13.6
453,Dennis Smith Jr.\smithde03,PG,23,TOT,23,9,18.3,2.5,6.3,.400,0.8,2.5,.328,1.7,3.8,.448,.466,0.8,1.1,.731,0.5,1.9,2.4,3.3,1.0,0.6,1.1,1.6,6.7
453,Dennis Smith Jr.\smithde03,PG,23,NYK,3,0,9.3,0.7,3.3,.200,0.0,1.3,.000,0.7,2.0,.333,.200,1.7,2.0,.833,0.0,0.7,0.7,1.0,1.0,0.0,0.3,1.3,3.0
453,Dennis Smith Jr.\smithde03,PG,23,DET,20,9,19.6,2.8,6.8,.415,1.0,2.7,.352,1.9,4.1,.457,.485,0.7,1.0,.700,0.6,2.1,2.7,3.7,1.0,0.7,1.3,1.7,7.3
454,Ish Smith\smithis01,PG,32,WAS,33,1,20.3,2.6,6.3,.411,0.4,1.1,.361,2.2,5.2,.421,.442,0.4,0.7,.522,0.5,2.8,3.2,4.3,0.6,0.3,1.0,1.3,5.9
455,Jalen Smith\smithja04,PF,20,PHO,21,0,4.2,0.5,1.4,.367,0.1,0.5,.182,0.4,0.9,.474,.400,0.0,0.1,.333,0.3,0.6,0.9,0.1,0.0,0.1,0.2,0.5,1.2
456,Tony Snell\snellto01,SG,29,ATL,40,18,21.0,1.9,3.7,.517,1.4,2.5,.571,0.5,1.2,.408,.707,0.3,0.3,1.000,0.4,2.0,2.4,1.3,0.2,0.3,0.5,1.6,5.5
457,Ray Spalding\spaldra01,C,23,HOU,2,0,9.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,1.0,.000,1.0,1.0,2.0,0.0,0.0,1.0,1.5,1.5,2.0
458,Cassius Stanley\stanlca01,SG,21,IND,17,0,2.6,0.4,1.4,.304,0.1,0.4,.167,0.4,1.0,.353,.326,0.2,0.3,.800,0.3,0.4,0.6,0.0,0.0,0.1,0.1,0.5,1.1
459,Lamar Stevens\stevela01,PF,23,CLE,40,0,12.5,1.6,3.4,.456,0.1,0.6,.160,1.5,2.8,.523,.471,0.9,1.3,.725,0.6,1.8,2.4,0.6,0.4,0.3,0.6,1.3,4.1
460,Isaiah Stewart\stewais01,C,19,DET,60,7,20.4,3.2,5.5,.574,0.2,0.5,.419,2.9,5.0,.591,.594,0.8,1.2,.676,2.4,4.2,6.6,0.9,0.5,1.2,1.0,2.6,7.4
461,Max Strus\strusma01,SF,24,MIA,33,0,12.3,2.0,4.4,.448,1.2,3.5,.342,0.8,0.8,.893,.586,0.3,0.5,.647,0.1,0.8,0.9,0.5,0.2,0.0,0.2,1.1,5.5
462,Edmond Sumner\sumneed01,SG,25,IND,47,18,15.9,2.7,5.2,.527,0.7,1.7,.388,2.1,3.5,.595,.591,1.2,1.5,.803,0.4,1.4,1.8,0.9,0.6,0.2,0.9,1.6,7.3
463,Jae'Sean Tate\tateja01,SF,25,HOU,61,49,29.0,4.4,8.6,.514,0.8,2.7,.291,3.6,5.9,.617,.560,1.4,1.9,.718,2.0,3.4,5.3,2.3,1.3,0.6,1.2,3.1,11.0
464,Jayson Tatum\tatumja01,SF,22,BOS,55,55,35.6,9.2,20.3,.453,2.9,7.5,.383,6.3,12.8,.495,.524,4.3,5.0,.869,0.7,6.7,7.4,4.3,1.2,0.4,2.7,1.8,25.7
465,Jeff Teague\teaguje01,PG,32,TOT,46,6,17.8,2.2,5.2,.419,0.7,1.6,.417,1.5,3.7,.420,.481,1.5,1.8,.843,0.3,1.4,1.7,2.4,0.6,0.2,1.1,1.2,6.6
465,Jeff Teague\teaguje01,PG,32,BOS,34,5,18.1,2.3,5.5,.415,0.8,1.6,.464,1.5,3.9,.394,.484,1.5,1.8,.836,0.3,1.4,1.7,2.1,0.8,0.2,1.1,1.3,6.9
465,Jeff Teague\teaguje01,PG,32,MIL,12,1,16.8,1.9,4.4,.434,0.3,1.3,.250,1.6,3.1,.514,.472,1.6,1.8,.864,0.3,1.5,1.8,3.3,0.2,0.3,0.9,0.9,5.8
466,Garrett Temple\templga01,SG,34,CHI,45,19,26.9,2.9,7.0,.419,1.3,3.7,.341,1.6,3.2,.507,.510,0.7,0.9,.825,0.5,2.3,2.8,2.2,0.8,0.4,1.0,2.2,7.8
467,Tyrell Terry\terryty01,PG,20,DAL,11,0,5.1,0.5,1.5,.313,0.0,0.6,.000,0.5,0.8,.556,.313,0.1,0.3,.333,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.2,1.0
468,Daniel Theis\theisda01,C,28,TOT,58,44,24.3,3.9,7.1,.548,0.7,2.3,.316,3.1,4.7,.663,.600,1.1,1.7,.670,1.3,3.9,5.3,1.7,0.6,0.9,1.0,2.6,9.6
468,Daniel Theis\theisda01,C,28,BOS,42,37,24.5,3.8,6.9,.552,0.8,2.3,.347,3.0,4.6,.653,.609,1.1,1.6,.687,1.3,4.0,5.2,1.6,0.6,1.0,1.0,2.9,9.5
468,Daniel Theis\theisda01,C,28,CHI,16,7,23.9,4.1,7.6,.537,0.6,2.6,.244,3.4,5.0,.688,.579,1.2,1.9,.633,1.4,3.9,5.4,2.1,0.5,0.7,1.1,1.8,9.9
469,Brodric Thomas\thomabr01,SG,24,TOT,21,1,8.8,0.8,2.6,.309,0.4,1.5,.258,0.4,1.1,.375,.382,0.9,1.1,.783,0.2,0.8,1.0,0.7,0.4,0.2,0.7,1.0,2.9
